gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,design,contrast,contrast_name,pct_cells_neoplastic,pct_cells_normal,pct_cells_smm_neoplastic,pct_cells_nbm_normal,patient_prevalence,recurrence_n_samples,recurrence_frac,recurrence_denom,recurrence_smm_n,recurrence_smm_denom,mgus_coverage_n,mgus_coverage_frac,mgus_coverage_denom,smm_coverage_n,smm_coverage_frac,smm_coverage_denom,mm_coverage_n,mm_coverage_frac,mm_coverage_denom,smmh_coverage_n,smmh_coverage_frac,smmh_coverage_denom,smml_coverage_n,smml_coverage_frac,smml_coverage_denom,mm_retained
RP11-706O15.1,2.2593010289834514,-1.6959604490880966,0.878812642961726,-1.92983164576748,0.05362770104911901,0.5631572867395924,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.006003791868548557,0.010984775486606282,0.010603382984094925,0.010506003430531732,0.5217391304347826,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-706O15.3,0.35331231557929965,-2.594436647857309,1.6857245505965117,-1.5390632158375104,0.1237888640736637,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0014219507057088687,0.0018307959144343805,0.002145922746781116,0.0011792452830188679,0.21739130434782608,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-706O15.5,0.0,,,,,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.00036865388666526224,0.0006745037579495086,0.0008836152486745772,0.0006432246998284735,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
NLGN4X,6.673013601237186,1.6951381548123936,0.6171341836962487,2.7467902436704668,0.006018161007089509,0.20295807710899136,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.06983357910259111,0.002408941992676816,0.07977783388033324,0.0009648370497427101,0.8695652173913043,4,0.36363636363636365,11,2,5,1,0.3333333333333333,3,6,0.5,12,4,0.5,8,4,0.4444444444444444,9,2,0.6666666666666666,3,True
RP11-1M18.1,0.07136557820466786,-2.014867152796837,2.721907798563299,-0.7402407803307453,0.4591539070019379,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.00036865388666526224,0.0003854307188282906,0.0006311537490532694,0.00032161234991423673,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PUDP,4.092282796813462,0.24280920379486592,0.49012739627240437,0.495400187056503,0.6203176627100597,0.9571440018844596,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.037023383189382766,0.025631142802081328,0.04481191618278212,0.025085763293310463,0.8695652173913043,0,0.0,11,0,5,0,0.0,3,4,0.3333333333333333,12,2,0.25,8,2,0.2222222222222222,9,2,0.6666666666666666,3,True
STS,2.337358947086459,0.10456410783539655,0.7778480727442161,0.1344274177687407,0.8930646021497464,0.9941163592592341,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.017116073309458607,0.006070533821545578,0.024993688462509468,0.005789022298456261,0.7391304347826086,1,0.09090909090909091,11,1,5,0,0.0,3,2,0.16666666666666666,12,1,0.125,8,1,0.1111111111111111,9,1,0.3333333333333333,3,True
VCX,0.06576821231383713,-2.058989154452467,3.2262323907160675,-0.6382023689234213,0.5233419553452089,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0008953022961870655,0.0,0.00012623074981065388,0.0,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PNPLA4,17.767287701227232,-0.35187628383287056,0.3008569169614255,-1.1695801691605665,0.2421699616395856,0.8316703759574966,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.11754792500526648,0.11023318558489112,0.13077505680383741,0.11042024013722126,0.9565217391304348,3,0.2727272727272727,11,2,5,2,0.6666666666666666,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
VCX2,0.06783178341113066,-2.090721492919025,3.2247704241479487,-0.648331886593582,0.5167703145262927,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.009111017484727197,0.0,0.0,0.0,0.21739130434782608,0,0.0,11,0,5,0,0.0,3,0,0.0,12,1,0.125,8,0,0.0,9,0,0.0,3,True
TBL1X,6.225680159171032,0.16084093841709726,0.4864536237154302,0.33063981965768513,0.7409165645868047,0.9750824820762835,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.057352011796924375,0.019078820582000385,0.07233021964150467,0.018224699828473412,0.9130434782608695,1,0.09090909090909091,11,1,5,0,0.0,3,5,0.4166666666666667,12,3,0.375,8,4,0.4444444444444444,9,1,0.3333333333333333,3,True
SHROOM2,0.09409855239936302,-2.37690792196554,3.2493064301255177,-0.7315123928997126,0.46446623763854966,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0005793132504739836,0.0,0.0012623074981065387,0.0,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
WWC3,10.552176499264723,-0.1988496234908665,0.32238060623695275,-0.616816333376798,0.5373558773741753,0.9386200079145733,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.06024857804929429,0.047697051455000965,0.07308760414036859,0.045454545454545456,0.9565217391304348,2,0.18181818181818182,11,1,5,2,0.6666666666666666,3,8,0.6666666666666666,12,5,0.625,8,6,0.6666666666666666,9,2,0.6666666666666666,3,True
CLCN4,1.002780072331605,-0.3076535347513832,0.9481991129666272,-0.32446089702491776,0.7455891219340034,0.9750824820762835,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.007689066779018328,0.0029870880709192524,0.007195152739207271,0.0028945111492281305,0.5217391304347826,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
MID1,0.4458034775453001,-1.2910115725416869,1.4072054793905688,-0.9174293246078014,0.3589177120723819,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0036865388666526226,0.0006745037579495086,0.0037869224943196163,0.0005360205831903945,0.4782608695652174,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-120D5.1,0.09985203174890091,-2.8537939161721857,2.650023666020389,-1.0768937473142661,0.28152773680881804,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0008953022961870655,0.0008672191173636539,0.0008836152486745772,0.0007504288164665523,0.17391304347826086,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
HCCS,11.100144497311708,0.0798301674466508,0.3483199626632365,0.22918631144845517,0.818724111338858,0.985055136393753,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.10848957236149147,0.06899209867026403,0.10679121433981317,0.06775300171526587,0.8695652173913043,5,0.45454545454545453,11,3,5,1,0.3333333333333333,3,10,0.8333333333333334,12,8,1.0,8,7,0.7777777777777778,9,3,1.0,3,True
ARHGAP6,1.556515251563384,-1.0707290367042628,0.8687922394664453,-1.232433933067627,0.21778703173896197,0.812782592096164,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.016010111649462817,0.005106957024474851,0.022342842716485737,0.004180960548885077,0.43478260869565216,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,1,0.125,8,0,0.0,9,1,0.3333333333333333,3,True
MSL3,25.885303870683426,0.3639901646816115,0.36180847875591393,1.0060299469299319,0.314401164673217,0.8614886517017549,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.20976406151253424,0.10522258624012334,0.26268619035597074,0.10130789022298456,0.9565217391304348,6,0.5454545454545454,11,3,5,3,1.0,3,10,0.8333333333333334,12,8,1.0,8,7,0.7777777777777778,9,3,1.0,3,True
FRMPD4,0.5523866578522738,-2.0892953631587154,1.74299543944251,-1.1986809121124082,0.23065204291364672,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.003897198230461344,0.0009635767970707265,0.00618530674072204,0.0008576329331046312,0.34782608695652173,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,0,0.0,8,1,0.1111111111111111,9,0,0.0,3,True
PRPS2,8.176260210522912,0.01679578829950715,0.3641651706364848,0.04612134727258956,0.9632135314484572,0.9952185660964978,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.05619338529597641,0.06263249180959722,0.07245645039131532,0.06142795883361921,1.0,1,0.09090909090909091,11,1,5,1,0.3333333333333333,3,8,0.6666666666666666,12,3,0.375,8,7,0.7777777777777778,9,1,0.3333333333333333,3,False
TLR7,0.4911897629008713,-3.1883346673648845,1.5207257188666032,-2.0965875882872225,0.0360300989455051,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0018959342742784916,0.0046251686259394876,0.0015147689977278464,0.0037521440823327615,0.17391304347826086,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
TLR8,0.09691026117242982,-2.474658712697851,3.2472982237941808,-0.7620669683385073,0.4460200360823494,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.00031598904571308195,0.00048178839853536327,0.0,0.0005360205831903945,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
TMSB4X,1242.3057333926574,-1.4796029713172267,0.5621045160000275,-2.6322559758924875,0.008481993035812695,0.24257857123449716,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.53912997682747,0.8960300635960686,0.664478667003282,0.8971912521440824,1.0,2,0.18181818181818182,11,1,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
FAM9C,0.13306064106089582,-2.544032598037306,2.079834328666349,-1.2231900219036267,0.2212579334196284,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0005266484095218032,0.0007708614376565812,0.0007573844988639232,0.0006432246998284735,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
TCEANC,3.0245457425744338,-0.13178234980212908,0.5548994127097188,-0.23748871738501479,0.8122776710935213,0.985055136393753,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.025226458816094376,0.018404316824050877,0.031810148952284775,0.0177958833619211,0.8260869565217391,1,0.09090909090909091,11,1,5,0,0.0,3,1,0.08333333333333333,12,1,0.125,8,1,0.1111111111111111,9,0,0.0,3,True
RAB9A,31.34811302360678,0.06876509672764229,0.22096702198566406,0.31120072176247027,0.7556480343738781,0.9757896073449032,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.19012007583737098,0.21478126806706493,0.23087604140368595,0.2195540308747856,1.0,4,0.36363636363636365,11,2,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
TRAPPC2,13.979224022323518,-0.5052858727645003,0.28919959195203854,-1.7471873641104514,0.08060484284704819,0.6317854073656136,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.07852327785970087,0.07795336288302178,0.09618783135571825,0.07557890222984563,1.0,3,0.2727272727272727,11,1,5,2,0.6666666666666666,3,12,1.0,12,7,0.875,8,9,1.0,9,3,1.0,3,True
OFD1,38.309587323463816,-0.07534296594329845,0.2188421800471447,-0.3442799095086124,0.7306357917321178,0.9732593859904474,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.20950073730777333,0.20649450761225668,0.253092653370361,0.203795025728988,1.0,3,0.2727272727272727,11,1,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
GPM6B,8.269058164954465,-0.34602414190577635,0.5013946311605848,-0.6901233487579028,0.49011662114103804,0.9290711230116714,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0460290709922056,0.05415301599537483,0.05440545316839182,0.05370926243567753,0.8695652173913043,3,0.2727272727272727,11,2,5,1,0.3333333333333333,3,4,0.3333333333333333,12,2,0.25,8,3,0.3333333333333333,9,1,0.3333333333333333,3,True
GEMIN8,6.888362563527957,0.5178026262541824,0.45329815844382765,1.1423003085470247,0.2533292130497563,0.8376883597480398,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.061143880345481356,0.03584505685103103,0.055920222166119665,0.035913379073756434,0.8695652173913043,6,0.5454545454545454,11,1,5,2,0.6666666666666666,3,4,0.3333333333333333,12,7,0.875,8,3,0.3333333333333333,9,1,0.3333333333333333,3,True
FANCB,1.7140696740427783,-1.0196639149475852,0.6090060367231359,-1.674308386882446,0.09407000706422645,0.6666023086877106,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.010901622077101327,0.010310271728656773,0.013759151729361272,0.009433962264150943,0.7391304347826086,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
MOSPD2,5.186458956764818,-0.5151048597715928,0.5738942793466582,-0.8975605408682704,0.369419883749311,0.8842500540320755,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.024647145565620393,0.02110233185584891,0.03054784145417824,0.02047598627787307,0.782608695652174,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,1,0.125,8,0,0.0,9,1,0.3333333333333333,3,True
ASB11,0.07575115891773299,-2.225109259697661,1.8638594811576221,-1.1938181403652117,0.23254911407192402,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0005266484095218032,0.00028907303912121797,0.0008836152486745772,0.0002144082332761578,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PIGA,4.517362205984213,-0.5756295863502909,0.5108719862813216,-1.12675895685795,0.2598444078857074,0.8377752747382367,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.014324836738993048,0.02071690113702062,0.019439535470840697,0.020368782161234993,0.8695652173913043,1,0.09090909090909091,11,1,5,0,0.0,3,2,0.16666666666666666,12,0,0.0,8,2,0.2222222222222222,9,0,0.0,3,True
PIR,0.713713946641479,-0.4424948881568166,0.8039781475803359,-0.5503817354844227,0.5820575733898277,0.951817008622261,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.010427638508531704,0.004528810946232415,0.01173945973239081,0.004288164665523156,0.6086956521739131,0,0.0,11,0,5,0,0.0,3,0,0.0,12,1,0.125,8,0,0.0,9,0,0.0,3,True
TMEM27,0.13808072659725001,-0.6289065358316673,1.829308299997589,-0.3437947205686959,0.73100067087507,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.002001263956182852,0.0013490075158990172,0.0031557687452663467,0.0015008576329331046,0.30434782608695654,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
CA5B,4.257317615755306,-0.5782035092457768,0.6626249242723536,-0.8725954730433929,0.382883608897327,0.8872935970939346,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.019064672424689278,0.015417228753131625,0.02726584195910124,0.014365351629502573,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,2,0.16666666666666666,12,1,0.125,8,2,0.2222222222222222,9,0,0.0,3,True
INE2,0.5166316612731122,-3.61795628403875,3.187987527750089,-1.1348715302509698,0.2564291500773739,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0004213187276174426,0.0008672191173636539,0.0005049229992426155,0.0005360205831903945,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
ZRSR2,15.518565213808035,-0.5295123912798894,0.36032760740167874,-1.469530450631306,0.14168896880851625,0.7517902335255728,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.08199915736254476,0.06475236076315283,0.10249936884625095,0.06035591766723842,0.9130434782608695,2,0.18181818181818182,11,2,5,1,0.3333333333333333,3,11,0.9166666666666666,12,5,0.625,8,8,0.8888888888888888,9,3,1.0,3,False
AP1S2,30.4667703589943,0.37777150808185506,0.3089597130380004,1.2227209313707228,0.22143511842002428,0.8166254275567031,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.21861175479250053,0.1673732896511852,0.23983842464024235,0.1667024013722127,1.0,6,0.5454545454545454,11,3,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
CTPS2,0.8896650292699636,0.12458925739891624,0.9319256144904454,0.13369013090925574,0.8936476094977087,0.9941163592592341,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0062144512323572786,0.012622856041626518,0.008962383236556425,0.012971698113207548,0.6521739130434783,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SYAP1,28.430460728731102,-0.18022965933581425,0.2519572888203424,-0.7153182993024131,0.4744123836466698,0.9246168401529027,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.15572993469559723,0.15465407592985161,0.18543297147185053,0.15276586620926244,1.0,4,0.36363636363636365,11,1,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
TXLNG,12.957772416617313,0.5353841071169969,0.3739546549626924,1.4316818898013435,0.15223488164827748,0.7648181770720729,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.07378344217400463,0.04066294083638466,0.08962383236556425,0.038593481989708404,1.0,5,0.45454545454545453,11,2,5,3,1.0,3,10,0.8333333333333334,12,5,0.625,8,8,0.8888888888888888,9,2,0.6666666666666666,3,False
RBBP7,41.43053431196541,-0.1681148450592318,0.23791966881876428,-0.7066033922033305,0.4798129803025588,0.9269127139183785,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.20618285232778596,0.2709577953362883,0.2511991921232012,0.2725128644939966,1.0,4,0.36363636363636365,11,2,5,3,1.0,3,12,1.0,12,7,0.875,8,9,1.0,9,3,1.0,3,True
REPS2,1.9360147482057686,-1.1537871853636217,0.7314427495617721,-1.5774128406562071,0.1147005627445983,0.6995334249312914,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.013692858647566884,0.010021198689535556,0.01527392072708912,0.009541166380789022,0.6086956521739131,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,2,0.25,8,0,0.0,9,1,0.3333333333333333,3,True
NHS,0.014915806079054133,-2.298576058492196,3.240228703180903,-0.7093869813065062,0.4780843643974717,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.00036865388666526224,0.00048178839853536327,0.0003786922494319616,0.0005360205831903945,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SCML1,3.287195754601774,-0.6145207650751173,0.7734251844893633,-0.7945445498789142,0.42687848454047594,0.90407896162926,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.011954918896144934,0.004914241665060705,0.015778843726331735,0.004180960548885077,0.5652173913043478,0,0.0,11,0,5,0,0.0,3,0,0.0,12,1,0.125,8,0,0.0,9,0,0.0,3,True
RAI2,0.3655445174625942,-3.6420653439477935,3.233198814887063,-1.126458826836794,0.2599713588159035,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0035285443437960817,0.002216226633262671,0.007447614238828578,0.0017152658662092624,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
BEND2,0.029393175567026565,-2.779954641213109,3.2426587906720914,-0.8573071731167003,0.3912751452769,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0002633242047609016,0.0007708614376565812,0.00025246149962130775,0.0008576329331046312,0.0,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SCML2,0.10475592133031865,-1.6583541756750542,3.210534969756073,-0.5165351542023698,0.6054806927269725,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.001474615546661049,0.00028907303912121797,0.0016409997475385005,0.00032161234991423673,0.2608695652173913,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
CDKL5,3.565828053434048,-1.287551985971532,0.5212125388006755,-2.4703012497247756,0.013499931258250773,0.3138488284538077,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.020855277017063408,0.02033147041819233,0.03193637970209543,0.019296740994854202,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PHKA2,1.519925645056443,0.40239154763516255,0.6769749449219423,0.5943965144552872,0.5522469392018348,0.942962938892236,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.016062776490414998,0.012333783002505299,0.01918707397121939,0.012542881646655232,0.7391304347826086,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PDHA1,18.931873588238588,0.03656568112301002,0.2794120989493345,0.13086649168202424,0.8958809224329565,0.9941163592592341,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.13929850431851695,0.11148583542108306,0.16132289825801566,0.10956260720411663,0.9565217391304348,5,0.45454545454545453,11,2,5,3,1.0,3,11,0.9166666666666666,12,8,1.0,8,8,0.8888888888888888,9,3,1.0,3,True
MAP3K15,0.008891547162488689,-2.7255010683839314,3.275568567278869,-0.8320696124667304,0.405369652883694,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0005793132504739836,0.00028907303912121797,0.0012623074981065387,0.00032161234991423673,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SH3KBP1,34.99986315362834,0.020653831249653583,0.25530237640040515,0.08089948687849663,0.9355218880411438,0.9941163592592341,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.1891721087002317,0.1934862208518019,0.23769250189346125,0.19135934819897085,1.0,6,0.5454545454545454,11,3,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
CXorf23,1.7281684697972735,0.6998782170760972,0.7007964860918153,0.9986896780535542,0.3179450424143525,0.8628437463284725,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.014008847693279966,0.008575833493929466,0.018050997222923505,0.008469125214408233,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
MAP7D2,0.04383177807067149,-2.801862550920898,3.241400794514774,-0.8643986746909917,0.3873689206762724,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.00031598904571308195,0.00048178839853536327,0.0007573844988639232,0.0004288164665523156,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
EIF1AX,94.19417288392354,0.27601336127124443,0.19451940786788527,1.4189502440738904,0.15591352250838486,0.7681514101741556,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.46360859490204337,0.40682212372326076,0.5074476142388286,0.4066252144082333,1.0,7,0.6363636363636364,11,4,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
RPS6KA3,4.040420510975729,0.7126442714845226,0.5514311450672166,1.2923540461205814,0.19623456321435406,0.7952565138294904,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.033126184958921424,0.026305646560030836,0.037238071194142894,0.026050600343053173,0.8695652173913043,2,0.18181818181818182,11,1,5,1,0.3333333333333333,3,3,0.25,12,2,0.25,8,2,0.2222222222222222,9,1,0.3333333333333333,3,True
CNKSR2,0.37719315000776615,-1.4072442290167473,1.0374320617078967,-1.3564688050030367,0.17495005426372,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.004160522435222245,0.0041433802274041245,0.00555415299166877,0.004073756432246998,0.43478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
KLHL34,0.07860689191173058,-3.403694774105672,3.236618289310943,-1.0516206947685196,0.29297360916381787,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0002633242047609016,0.0006745037579495086,0.00012623074981065388,0.0005360205831903945,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
MBTPS2,4.5522877923243845,-0.16551298711678705,0.4535406096816676,-0.36493531909514737,0.7151596889777703,0.9711056941622793,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.032020223298925635,0.027269223357101562,0.03824791719262812,0.026586620926243566,0.8260869565217391,1,0.09090909090909091,11,1,5,0,0.0,3,1,0.08333333333333333,12,1,0.125,8,1,0.1111111111111111,9,0,0.0,3,True
YY2,1.627912861543139,-0.9077181039804214,0.8396308879280567,-1.0810918428934677,0.27965626154505696,0.847119075959944,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.008057720665683589,0.006359606860666795,0.00782630648826054,0.005467409948542024,0.6956521739130435,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SMS,11.643960903835625,0.01697428925147877,0.3411761639393009,0.0497522718336756,0.9603198011042946,0.994777905231088,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.07488940383400042,0.07554442089034497,0.07914668013127998,0.07515008576329331,0.9565217391304348,4,0.36363636363636365,11,1,5,2,0.6666666666666666,3,10,0.8333333333333334,12,7,0.875,8,7,0.7777777777777778,9,3,1.0,3,True
PHEX,0.09815068618222922,-3.2895405749821904,3.223572285445196,-1.020464343186858,0.3075082916842272,,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.00036865388666526224,0.00048178839853536327,0.0,0.00032161234991423673,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PRDX4,639.371635927666,-0.44781512065669077,0.15086753295939484,-2.968267007966636,0.00299484052914005,0.13749237187391342,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.850168527491047,0.9303333975717865,0.8817217874274174,0.9382504288164666,1.0,2,0.18181818181818182,11,1,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
ACOT9,8.444470652762677,0.05032957248764733,0.37818880416687106,0.13308054583614812,0.8941296804588995,0.9941163592592341,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.05740467663787655,0.06561957988051648,0.07510729613733906,0.0656089193825043,0.9130434782608695,3,0.2727272727272727,11,2,5,2,0.6666666666666666,3,7,0.5833333333333334,12,4,0.5,8,5,0.5555555555555556,9,2,0.6666666666666666,3,True
RP13-314C10.5,1.2105137336168053,-2.0175923539463607,1.0653272582856275,-1.893870956792339,0.05824214036358515,0.5733393216543874,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.005161154413313672,0.010021198689535556,0.00618530674072204,0.010184391080617496,0.30434782608695654,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SAT1,193.8063395536524,-0.9328866902325249,0.3283516144798268,-2.8411210698945393,0.004495524192949243,0.1706554661544344,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.41236570465557193,0.6266139911350934,0.42931078010603385,0.6363636363636364,1.0,2,0.18181818181818182,11,1,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
APOO,9.531620660834703,0.21810100761570592,0.3620145255518099,0.6024647969118363,0.5468647892671226,0.9420554929439813,~patient + status,"['status', 'neoplastic', 'normal']",C_paired,0.0891089108910891,0.05116592792445558,0.08773037111840444,0.0508147512864494,0.9130434782608695,5,0.45454545454545453,11,3,5,1,0.3333333333333333,3,10,0.8333333333333334,12,8,1.0,8,7,0.7777777777777778,9,3,1.0,3,True
